C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
38030,Customer#000038030,XD2yQ6fczZpFdybjsOM59aaXp7,22,32-758-141-7221,1731.24,MACHINERY,regular depths. unusual dolphins sleep alongside of the blithely regular packages. final depos
49261,Customer#000049261,"MHEvdXcC,NU5RfvfQ16V2F",3,13-859-831-7473,8650.51,MACHINERY, slyly unusual asymptotes sleep. never ironic
42916,Customer#000042916,NjTGXoAggC ,0,10-650-798-5708,3822.14,AUTOMOBILE,"ests. quickly regular deposits wake. ironic, r"
75737,Customer#000075737,PgK92P8BqbwwglQDt6yxAMaf2yEtmtEo44RjvwrB,23,33-342-802-8460,345.96,HOUSEHOLD,pending ideas according to the accounts cajole blithely about the slyly special packages. carefully final requests
117962,Customer#000117962,TczFLnz72RAomdBl dMW8ZZxTgkFv l,7,17-546-210-5845,8681.31,MACHINERY,"uests across the ironic, express theodolites wake against the blithely unusual pinto beans. slyly regular ideas sl"
117145,Customer#000117145,"rhZBtB,dGAauRCTF1ChE,dzvfAPEpBKDGQq7,",20,30-137-286-4128,6683.11,AUTOMOBILE,es. unusual accounts boost carefully. slyly u
84071,Customer#000084071,ubNPMdmxAsiCc,3,13-296-723-4293,613.56,FURNITURE,lly blithe requests. blithely even theodolites boost thinl
39650,Customer#000039650,ISskzicAEfNCVAL oy5QgXt,4,14-161-597-8462,3127.49,AUTOMOBILE,y. quickly ironic requests are finally slyly unu
31064,Customer#000031064,O4YssRwOFSQOQY99MUYeUdmdyDRo5vzWI,1,11-105-851-5082,3789.82,MACHINERY,"accounts are quickly about the express, regular pinto beans. fluffily regular ideas after the fluffily ir"
114826,Customer#000114826,"Ro4WoKXmY,",22,32-619-959-6463,8501.45,BUILDING,carefully unusual requests. slyly final theod
7202,Customer#000007202,XPvKH4h6fIE7DRnDdIxaGljDpv0vJB3pSgU,4,14-447-646-2825,4487.09,HOUSEHOLD,ts. blithely final forges along the packages affix slyly slyly pending deposits. 
75074,Customer#000075074,T4y3dkyFEqhylxOt1nuScl,15,25-332-509-1125,1848.12,HOUSEHOLD,tions impress slyly past the even deposits; deposits must sleep slyly among the furiously bold acc
84034,Customer#000084034,hwarvfaszmPg0TP IXcvF5wr1foG7ti0,8,18-794-599-1955,8868.67,BUILDING," even foxes. blithely silent requests haggle furiously. slow, care"
118646,Customer#000118646,"YEFNnoXGvVmSWcnqr,X5MhPPjXXxcjmh6D,m N",13,23-487-399-9756,4770.95,HOUSEHOLD,quests use. even instructions use. sometimes silent asymptotes nag fluffily about the even accounts. accounts 
100876,Customer#000100876,",Qp5Ep4K5alfBbD",5,15-424-738-7700,8861.17,BUILDING,ously? carefully blithe requests about t
58169,Customer#000058169,BtwuPebUuSMPJThYdvg9Tt7R8GDNyWM,9,19-619-196-9441,6826.40,MACHINERY,"ironic requests are against the express accounts. even, unusual dugouts doze quickly"
21787,Customer#000021787,5fNiFeVi6Gn4Pf22NwN6zNJ,13,23-222-669-3204,292.63,AUTOMOBILE,"ironic, regular packages cajole slyly among the ironic accounts. packages"
48388,Customer#000048388,E2hmIJRblN0eespBfWp2O5VkB7s5,10,20-663-941-6545,5975.24,HOUSEHOLD, ruthlessly across the thin accounts. qu
72520,Customer#000072520,fAeJaylgSMJR5zAMOzmy3cJliS6q,2,12-761-791-7456,2601.13,FURNITURE,ticing courts around the excuses cajole fluffily about the quickly final packages. carefully special dec
120728,Customer#000120728,P2gJH9ZhSATSkgo,17,27-488-173-2108,7506.33,FURNITURE,dencies nag carefully express deposits. instructions integrate fur
133507,Customer#000133507,O6leVXGE89I,13,23-137-812-8888,2532.74,AUTOMOBILE,ealthily. dogged packages across the requests
93973,Customer#000093973,CcEeF7EI G404eR53FXB,20,30-649-661-9308,3785.96,MACHINERY,"he express, regular courts are fluffily quickly regular theodolites. carefully final foxes use furiously. qu"
36245,Customer#000036245,u7vrPgXv8uZ44X9T6OiXehgGHU,6,16-692-478-7721,5770.08,MACHINERY,ffily express requests. enticingly special packages cajole blithely. slyly pending packa
131873,Customer#000131873,XbEwbAaVvE59IzV,11,21-484-394-2938,-610.27,BUILDING, packages cajole regular asymptotes. accounts haggle. fluffily express instructions cajole 
114470,Customer#000114470,7J2QXMEqtdbrc2DzPNcooZ1R7rtx0Z4mO,18,28-402-954-1762,7807.60,HOUSEHOLD,uickly. slyly pending requests above the slyly unusual dependencies boost above the blithely final deposits. 
33184,Customer#000033184,Y YL3BjMVJ8YfF,19,29-689-772-3438,7694.45,MACHINERY,ironic deposits doze after the deposits? 
144892,Customer#000144892,f91Xd9osgc2R3cNACv5YAviNIT4wmM,15,25-828-419-2238,-856.94,AUTOMOBILE,slow asymptotes cajole slyly ruthlessly unusual deposits. carefully dogged ideas cajole 
32176,Customer#000032176,JHjO2bz0VKHXjBFVqA0OIqXyuvn5DF,11,21-376-693-3958,9615.86,BUILDING,posits impress slyly above the blithely bold theodolites. asymptotes alongside of the regu
79114,Customer#000079114,FIKQ6lWX4citZrDlJTJaxvcNuZ,22,32-300-544-4275,1159.39,BUILDING,ven foxes. carefully final theodolites wake behind 
8410,Customer#000008410,qrt1ICu5nqz6Dv VoesIZYG6fu0t4A2fAt,23,33-528-187-5085,3838.55,AUTOMOBILE,ts integrate busily above the pending excuses. carefully final 
97756,Customer#000097756,JAz8I2E3Vxcb9iloxlCfn2J4zGFH,15,25-948-149-2149,8363.68,MACHINERY,usly final accounts. stealthily expres
69355,Customer#000069355,gZQVhVUFOO,6,16-851-673-8257,2810.04,MACHINERY,. bold asymptotes are blithely blithely unusual epitaphs
20875,Customer#000020875,"htwlVLfAZA d8Cl,hwtmTuf8umWMp6Xkj6sV",1,11-334-454-3252,-218.69,AUTOMOBILE,y even deposits. regular dolphins are furiously about the slyly bold requests. carefully regular depos
22364,Customer#000022364,AvrXusBZnf0ssTxe6XOIWt2,12,22-625-661-1497,4697.57,BUILDING,about the quickly thin ideas are boldly
64999,Customer#000064999,XpQmZUkHyu60xBDFSu qPED,9,19-393-845-4809,5369.06,BUILDING,wake carefully. excuses boost carefully regular ideas. warhorses cajole around the furiously speci
133816,Customer#000133816,V7K6NRO4170Q,2,12-810-569-4835,6936.66,MACHINERY,ackages; blithely ironic accounts doubt furiously ironic deposits. even requests maintain about the special warhor
50149,Customer#000050149,"oBv,vZBl3rHkEv9HWOsly8Z91vkJrxcq4xSCLRcd",3,13-163-700-5394,2235.71,FURNITURE,e slyly quickly ironic deposits. slyly pending pearls thrash above the blithely even requests. slyly expr
83107,Customer#000083107,QeQyYZS696N0gH1E,2,12-157-599-3106,4665.79,MACHINERY,. regular deposits affix. furiously final 
79886,Customer#000079886,"cDQ9IF0cyNGRY,K5Ntc7x",17,27-715-478-5321,8497.78,FURNITURE,inal theodolites. slyly final packages 
52156,Customer#000052156,unkQtc1uSsfJ8HFrU BHGU,23,33-204-880-1295,503.40,FURNITURE,nal theodolites doze quickly. furiously busy accounts haggle carefully above the unusual requests. ironic deposi
132472,Customer#000132472,dVEdVLsMTnYJO1Z9hKTclB,5,15-191-515-5980,-409.37,BUILDING," bold accounts wake carefully unusual, regular instructions. final plat"
16673,Customer#000016673,cEn wQd0YJlRJ3mLJW,6,16-500-693-4179,8336.75,MACHINERY,leep fluffily after the blithely regular instructions. bold requests nag carefully across the
122429,Customer#000122429,XXCKda6L l4lviBplhx14o6f8KcljQ,2,12-871-909-9292,8066.34,HOUSEHOLD, are quickly about the pinto beans. blithely bold foxes use furiously. slyly regular platelets int
134194,Customer#000134194,LgrQmwl8aDi,19,29-887-517-5232,2185.22,FURNITURE, blithely express dependencies use ruthlessly fluffily ironi
123383,Customer#000123383,tk5SB7oYlbXB2EOVUXGu0F97D0QOT,10,20-190-338-4887,-20.08,HOUSEHOLD,e of the blithely final asymptotes. final deposits alongside of the pending packages boo
40321,Customer#000040321,oOotlncqso nwycn,8,18-482-657-9130,-824.26,AUTOMOBILE,silent instructions. blithely final accounts hinder furiously. carefully regular requests ar
127697,Customer#000127697,vSHNasYq 83fTzkq0P4q3ulQARH2ppI9d,6,16-686-679-5074,884.55,FURNITURE,"ly special deposits are ironic, re"
118021,Customer#000118021,FSogc99XNzlt1gmRsUJ9AU3M,18,28-248-436-6086,4243.97,AUTOMOBILE,"ckly. ironic requests sleep express, close accounts? slyly sp"
35945,Customer#000035945,ZvHhQvUXXUcHpsQnFwuQ8AhjvOkGIZ9nw,9,19-919-276-4361,8898.34,FURNITURE, slyly among the pending ideas. slyly final courts according to the instructions haggle blithely courts! carefully 
103522,Customer#000103522,"gxQG57UHOVDi9ivY,R5mdmjJsg Dq3u",17,27-631-821-1929,9403.72,BUILDING,ly even packages wake. slyly regular platelets 
51787,Customer#000051787,S5cHWoykrh5,9,19-585-722-8372,5959.08,AUTOMOBILE,eposits. carefully express accounts use fluffily enticingly 
25958,Customer#000025958,v ZgRDMsv E3EYZ ZTDIZRNadwG,7,17-206-787-8959,7426.02,HOUSEHOLD,"run around the ruthlessly pending frays. deposits wake carefully. ideas are carefully. final, furious pack"
3265,Customer#000003265,"db1FCHdyqbDJPeAuj,TnHleTR73x",23,33-803-964-6347,5267.35,BUILDING,furiously final excuses haggle quickly reg
56471,Customer#000056471,"XZRrdQm84fVjxJ5OHLIW,T1gJ,3rwOuTLy7an",6,16-819-890-4290,4060.05,AUTOMOBILE,wake: quickly even courts promise fluffily ex
113728,Customer#000113728,"zc8cXeLkXkUg,IIf3H08iA3LHbKLX,CMOyICfB",12,22-575-525-5611,641.00,HOUSEHOLD,e furiously. ironic packages haggle furiously according to
141346,Customer#000141346,"nQOZagZ,tPO0NaNq",1,11-198-221-7719,9515.74,AUTOMOBILE,ly even deposits cajole furiously upon the packages-- packages under the qu
53837,Customer#000053837,JkTW84b74AcgESqRKmNastFOIsWljqKDF,11,21-648-416-3333,6405.58,HOUSEHOLD,e against the even foxes. unusual packages haggle quickly tith
31471,Customer#000031471,l1bBZDG7oqU4e9P7UzfxbuEqY7iL0xpEw7,22,32-456-879-4373,9142.54,MACHINERY,e quickly ironic ideas. accounts cajole. carefully express sheaves use quickl
32572,Customer#000032572,"WRwC4Q2OA MLD,1Fk",24,34-362-655-8300,1498.04,MACHINERY,unts wake slyly along the blithely express packages. platelets acr
32125,Customer#000032125,9khu9DnZkHJtG6Ty770,7,17-259-279-8686,6549.78,MACHINERY, packages. furiously express accounts according to the blithely final ideas sleep carefully regular foxes. blithel
455,Customer#000000455,"sssuscPJ,ZYQ8viO",6,16-863-225-9454,6860.34,BUILDING,"l wake. blithely final instructions integrate furiously above the final, regular req"
53851,Customer#000053851,0Q81MZLjQxBDtpRaXcQoK,0,10-553-588-5828,-447.32,MACHINERY,sits haggle blithely. courts alongside of the
49322,Customer#000049322,QLlYs7z6uL7wG9MwHVZ 5gWC6mrUTubCTLKqoR,16,26-918-486-2469,2182.82,FURNITURE,e even requests. fluffily pending requests across the blithely ironic pinto beans nag 
19648,Customer#000019648,"Vl6iBiVv,q311lpw",0,10-134-514-5731,4572.83,BUILDING,g to the furiously even requests. quickly even instructions nod f
61099,Customer#000061099,"FEL2,lf9RI JnPAWR13sdRXsv",3,13-940-274-4785,8717.97,BUILDING,k deposits. ironic pinto beans at the regular depths wake s
66653,Customer#000066653,UD7cbp 1FrGmV1UVCn,12,22-369-772-3338,7820.32,AUTOMOBILE,carefully bold instructions. slyly final deposits mold quickly. carefully ironic patterns ought
7799,Customer#000007799,Nl9O8ecQpKvervDGZSBkTMCRH,15,25-591-233-2560,9183.59,AUTOMOBILE, slyly even packages. pending deposits wake. furiously regula
54028,Customer#000054028,69ACBBiRa MX9SsusMloWTEGYV,4,14-777-252-1366,3817.75,BUILDING,"ar decoys lose slyly after the special, ironic accou"
44098,Customer#000044098,OwhwVwyUmMuziwPq0uDb7YTvLbmQA6DE,10,20-485-165-6899,-522.09,AUTOMOBILE,olites. final deposits sleep furiously against the reques
101071,Customer#000101071,MxURYb3gYrtLI1N1Oenwq7PJPry2,21,31-187-876-4083,7894.96,BUILDING,. carefully regular pinto beans boost blithely about the bold asymptotes. carefully final deposits detect 
40679,Customer#000040679,ssSvvpVbpE 9g7lFMWxzUeFo NuEV7qEgzV,21,31-480-948-9192,3860.58,BUILDING,row about the requests. final accoun
140185,Customer#000140185,"ODMc,sCg,Orh  EtrqM1IprjnX U",2,12-427-207-1207,-98.90,HOUSEHOLD,he furiously even theodolites. quickly ironic accounts boost carefully special dependencies. quickly eve
44387,Customer#000044387,QKL3QSLvRJ2llfEyh5FUq,7,17-129-622-6727,4603.61,BUILDING,en packages. furiously regular instructions cajole blithely across the carefully e
140789,Customer#000140789,j AvS9Du28otWT2gc,19,29-118-417-1693,-458.98,MACHINERY,ges wake across the carefully regular 
107446,Customer#000107446,Nb1pX5LX5en7NkXbuDPQQ5bLgo0BLqWeEcf,16,26-334-309-9797,193.43,MACHINERY,onic accounts integrate carefully alongside of the carefully pending instructions. special dependencie
149858,Customer#000149858,"0vmoKCj TzNEm6sQ,P",18,28-329-629-8743,-475.62,FURNITURE,oze. regular instructions sleep on the accounts. quickly bo
36767,Customer#000036767,rbFSocfsA0,5,15-835-716-4488,5916.59,HOUSEHOLD,"lar, regular epitaphs sleep slyly final platelets. blithely f"
149071,Customer#000149071,"OUp,dvpnG5f zd,yt0S0ca9qITGfrHGj8PBfazM3",13,23-434-157-9791,6831.31,FURNITURE,ites sleep furiously. finally special pinto beans wake quickly after the sp
36718,Customer#000036718,jKJwy6F5i1H9IbQlD8Zke7jc96YaKXGD,14,24-907-911-2082,7616.31,AUTOMOBILE,"gular, blithe requests. foxes doubt carefully "
86425,Customer#000086425,qKkRR52I0PajVM YGU4KaV,4,14-217-155-2468,5313.80,BUILDING,"iously special packages along the pending deposits eat among the unusual, ironic tithes. even requests haggle c"
19541,Customer#000019541,jpuneLB3KRg,5,15-755-249-6831,142.11,BUILDING,final pinto beans. carefully even somas acco
146047,Customer#000146047,"uLqjJ,MInITIuSJGBuzGhXXUM9PONEXU05",9,19-105-178-5368,1341.41,AUTOMOBILE,warthogs wake furiously; quickly 
76591,Customer#000076591,"BBxSBBhtp,WgSmRbyXaJ8iMuXF",21,31-125-243-2546,9785.99,HOUSEHOLD,grate quickly according to the slyly bold deposits. slyly unusual packa
140536,Customer#000140536,fUQendW5GVI4Xwa,8,18-852-895-3762,9841.10,AUTOMOBILE,kly along the express requests-- unusual accounts are furiously. fluffily bold instructions cajol
148300,Customer#000148300,bF9C2tItpS29b90eEJcEtE7IdwnlO3,15,25-261-767-9436,1602.74,FURNITURE,le theodolites. carefully final theodolites sleep slyly; carefully ironic id
81326,Customer#000081326,"lasgUG,pjcR7sfXUFdyVyjVOJavsk2 XS47",0,10-392-452-2198,9163.00,HOUSEHOLD,s. requests are furiously. fluffily unusual packages use furiously pac
29023,Customer#000029023,XQnAM02lodRyXVK,4,14-611-957-8000,4531.00,HOUSEHOLD,ages. fluffily express requests cajole. b
21580,Customer#000021580,"Li5A3,WVg,UruAP1WGrtIXlGh6G",17,27-977-887-4918,1812.82,HOUSEHOLD,"gainst the final requests. ironic, ironic asymp"
113479,Customer#000113479,oQD70hGkPlQBHxvoy,5,15-911-728-8853,2102.69,FURNITURE, blithely unusual platelets bo
63848,Customer#000063848," euHok,0R6D JYi,CihguK0NHS7Mw1lX",3,13-863-505-3944,6579.46,HOUSEHOLD,"ay carefully! pending, regular pinto beans sleep slyly about the foxes. express asym"
132469,Customer#000132469,hLi0o0GYXPmRBCQPN6bP8q7,19,29-518-767-9867,4282.57,FURNITURE,"ajole; even, special courts promise blithely according to the bli"
39481,Customer#000039481,AFecguTdvWK1B,12,22-199-282-7218,2054.53,HOUSEHOLD,d slyly carefully special accounts? furiously regular depo
128516,Customer#000128516,hs CSSvTiTJkRNB15TnOJKH73QozSq8VbJNl,21,31-985-872-6023,-234.60,MACHINERY,s. blithely furious foxes haggle finally. regular pinto beans sleep. slyly pe
70441,Customer#000070441,8P5wVClWm1YLzTGCR9ThRpwzMZiwizUs,4,14-375-866-1855,743.43,AUTOMOBILE,ts from the blithely final ideas sleep about the 
127361,Customer#000127361,"6,wDjEAnJPznrPXPx4,GlN8Z,sAmQmC70ZkvVchB",11,21-441-517-5410,9008.91,HOUSEHOLD,ully. requests cajole quickly. blithely final packages play fluffily along the bold packages. asymptotes cajole
125575,Customer#000125575,h0DI6ySp S8I35U,2,12-188-100-4796,4498.02,BUILDING, wake carefully according to the fluffily even accounts-- blithely regular accounts affix furiously.
62665,Customer#000062665,m0Ucb6A7eBuirD5ycdmWcGlz43vXgsx3X,22,32-522-788-8451,8414.73,HOUSEHOLD,kly ironic accounts. blithely permanent requests sleep carefully; blithely final instructions cajole slyly. q
98729,Customer#000098729,dvZ5JcFOszLVa2yui71D5j2xXVZvy,17,27-166-560-7815,6471.28,HOUSEHOLD,uests sleep slyly along the furiously ironic packages. furiously ironic realms play aro
72107,Customer#000072107,"v,CmUhogw FshIioUT0KvCwtibttw3jPjn",24,34-797-365-9061,4607.38,AUTOMOBILE,es. unusual dolphins around the blithely unusual accounts detect permanently furiousl
118991,Customer#000118991,"4p,7rvqbof9vmtmhva",20,30-270-264-9757,6629.48,HOUSEHOLD,"ly against the unusual, final multipliers. final requests use across the fox"
28198,Customer#000028198,LSZooH9vB8agCZNpn3RoCiLIqZKz A c9D,16,26-556-163-5085,7611.79,MACHINERY,"ously. silent, express deposi"
106978,Customer#000106978,kfSXSHXlegwxLAB5z,8,18-842-733-3320,9911.14,HOUSEHOLD,packages affix around the furiously even ideas. bold deposits nag carefully iron
80219,Customer#000080219,T4UalhRIivYz2,2,12-104-988-7917,2911.80,HOUSEHOLD,"se carefully bravely even requests. fluffily special deposits wake quickly among the regular, bra"
8152,Customer#000008152,utG9iWf4PGfyJ7RTXvdCizF1aXpjdWseZyymrZ2e,12,22-469-736-5537,4742.68,MACHINERY,ly regular deposits are slyly. quickly express pearls haggle slyly. quickly express courts use carefully. b
52702,Customer#000052702,",AWdXlTMsJOJZJ7FvMr2,cHybN8463e2",21,31-283-905-2882,1081.29,BUILDING,sits nag after the regular ideas. blithely special excuses affix carefully. 
48973,Customer#000048973,"nvlqoO,s1H61QAM7MM557EjgLG9emaQ9",1,11-613-221-2649,91.95,HOUSEHOLD,nts according to the accounts are permanently after the final theodolites. quickly final requests wa
118306,Customer#000118306,FvOtcT XYBuSPJl ghYWFlk,15,25-724-826-9373,9052.87,MACHINERY,s along the requests nag across the boldly even accounts. slyly even tithes nag furiously accordin
31084,Customer#000031084,SsEBKUdpfema,4,14-894-746-9589,7216.14,AUTOMOBILE,slyly unusual instructions. bold packages boost alwa
100891,Customer#000100891,"bfuwps,u ubay6,TctPcQpswzzK,2tk5s",21,31-964-905-3123,5595.01,MACHINERY,s. requests nag after the carefully regular instructions. ironic requests boost 
12545,Customer#000012545,2X3nFy17beduvx7LLLfHK h,19,29-381-464-2863,3890.15,HOUSEHOLD," the accounts: final, bold accounts among the carefully final theod"
135865,Customer#000135865,CmYRQF3VEOiMld2UGXfY60F,8,18-559-971-1394,8713.11,AUTOMOBILE,onic packages. requests across the 
56380,Customer#000056380,"h,eVqhY6RNow2tvSW2",21,31-591-119-2380,9950.52,BUILDING,"ular asymptotes. ironic, slow ideas integrate. furious instructions nag slyly quickly "
62278,Customer#000062278,ekvFklcO5y9uC6xOa,6,16-138-707-1097,72.78,HOUSEHOLD, fluffily slow foxes. even multipliers haggle fluffily
109627,Customer#000109627,MQ8wBgvsM16zgLvdSH9VDCi 9I9ylp7UwW,8,18-185-661-3409,9236.72,HOUSEHOLD,"e. ironic, silent deposits hang furiously"
103961,Customer#000103961,"5NkfxEXCq,vJzLDev3RCGwTd d3bOUdZQqIP",13,23-542-485-9352,5848.53,FURNITURE,l warhorses unwind carefully special the
127939,Customer#000127939,u7DVrhd0Y0JBn1kwsQt,16,26-569-340-7572,574.98,FURNITURE,s haggle above the slyly even foxes. furiously even dependencies are. furiously re
46885,Customer#000046885,OnJsyaiDlA66Q5jy,1,11-529-907-5115,4259.32,BUILDING,ers wake furiously quickly regular pin
149707,Customer#000149707,knzF3q9YHro,13,23-830-745-4044,2998.91,MACHINERY,osits use alongside of the slyly regular asymptotes. permanently regular decoys ac
